Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Spain,923,3535,Omicron (BA.5),74.33,171205,3599.87
Spain,937,2464,Omicron (BA.5),51.81,173669,3651.68
Spain,951,1638,Omicron (BA.5),34.44,175307,3686.12
Spain,965,1325,Omicron (BA.5),27.86,176632,3713.98
Spain,979,1329,Omicron (BA.5),27.94,177961,3741.92
Spain,993,1504,Omicron (BA.5),31.62,179465,3773.54
Spain,1007,2001,Omicron (BA.5),42.07,181466,3815.61
Spain,1021,1796,Omicron (BA.5),37.76,183262,3853.37
Spain,1035,2087,Omicron (BQ.1),43.88,185349,3897.25
Spain,1049,2027,Omicron (BQ.1),42.62,187376,3939.87
Spain,1063,2056,Omicron (BQ.1),43.23,189432,3983.1
Spain,1077,1825,Omicron (BQ.1),38.37,191257,4021.47
Spain,1091,1768,Omicron (BQ.1),37.18,193025,4058.65
Spain,1105,1132,Omicron (BQ.1),23.8,194157,4082.45
Spain,1119,1126,Omicron (BQ.1),23.68,195283,4106.13
Spain,1133,1039,Omicron (BQ.1),21.85,196322,4127.98
Spain,1147,1189,Omicron (XBB.1.5),25.0,197511,4152.98
Spain,1161,1200,Omicron (XBB.1.5),25.23,198711,4178.21
Spain,1175,1231,Omicron (XBB.1.5),25.88,199942,4204.09
Spain,1189,1706,Omicron (XBB.1.5),35.87,201648,4239.96
Spain,1203,1829,Omicron (XBB.1.5),38.46,203477,4278.42
Spain,1217,1671,Omicron (XBB.1.5),35.14,205148,4313.56
Spain,1231,1482,Omicron (XBB.1.5),31.16,206630,4344.72
Spain,1245,923,Omicron (XBB.1.5),19.41,207553,4364.13
Spain,1259,625,Omicron (XBB.1.5),13.14,208178,4377.27
Spain,1273,562,Omicron (XBB.1.5),11.82,208740,4389.09
Spain,1287,742,Omicron (XBB.1.9),15.6,209482,4404.69
Spain,1301,1093,Omicron (EG.5.1),22.98,210575,4427.67
Spain,1315,857,Omicron (EG.5.1),18.02,211432,4445.69
Spain,1329,595,Omicron (EG.5.1),12.51,212027,4458.2
Spain,1343,211,Omicron (EG.5.1),4.44,212238,4462.64
Sri Lanka,111,1,,0.05,1,0.05
Sri Lanka,195,3,,0.14,4,0.19
Sri Lanka,265,1,,0.05,5,0.24
Sri Lanka,279,3,,0.14,8,0.38
Sri Lanka,293,7,,0.32,15,0.7
Sri Lanka,307,2,,0.09,17,0.79
Sri Lanka,321,7,,0.32,24,1.11
Sri Lanka,335,12,,0.55,36,1.66
Sri Lanka,349,10,,0.46,46,2.12
Sri Lanka,363,19,,0.87,65,2.99
Sri Lanka,377,70,Others,3.21,135,6.2
Sri Lanka,391,44,Others,2.02,179,8.22
Sri Lanka,405,47,Others,2.15,226,10.37
Sri Lanka,419,26,,1.19,252,11.56
Sri Lanka,433,24,,1.1,276,12.66
Sri Lanka,447,8,,0.37,284,13.03
Sri Lanka,461,18,,0.82,302,13.85
Sri Lanka,475,41,Alpha,1.88,343,15.73
Sri Lanka,489,41,Alpha,1.88,384,17.61
Sri Lanka,503,44,Alpha,2.02,428,19.63
Sri Lanka,517,89,Alpha,4.08,517,23.71
Sri Lanka,531,86,Alpha,3.94,603,27.65
Sri Lanka,545,104,Alpha,4.76,707,32.41
Sri Lanka,559,88,Delta,4.03,795,36.44
Sri Lanka,573,121,Delta,5.54,916,41.98
Sri Lanka,587,90,Delta,4.12,1006,46.1
Sri Lanka,601,177,Delta,8.11,1183,54.21
Sri Lanka,615,89,Delta,4.08,1272,58.29
Sri Lanka,629,127,Delta,5.82,1399,64.11
Sri Lanka,643,80,Delta,3.66,1479,67.77
Sri Lanka,657,129,Delta,5.91,1608,73.68
Sri Lanka,671,96,Delta,4.4,1704,78.08
Sri Lanka,685,167,Delta,7.65,1871,85.73
Sri Lanka,699,188,Delta,8.61,2059,94.34
Sri Lanka,713,140,Omicron (BA.1),6.41,2199,100.75
Sri Lanka,727,145,Omicron (BA.1),6.64,2344,107.39
Sri Lanka,741,193,Omicron (BA.1),8.84,2537,116.23
Sri Lanka,755,156,Omicron (BA.2),7.15,2693,123.38
Sri Lanka,769,80,Omicron (BA.2),3.66,2773,127.04
Sri Lanka,783,72,Omicron (BA.2),3.3,2845,130.34
Sri Lanka,797,20,,0.92,2865,131.26
Sri Lanka,811,11,,0.5,2876,131.76
Sri Lanka,825,9,,0.41,2885,132.17
Sri Lanka,839,2,,0.09,2887,132.26
Sri Lanka,853,3,,0.14,2890,132.4
Sri Lanka,867,1,,0.05,2891,132.45
Sri Lanka,895,3,,0.14,2894,132.59
Sri Lanka,909,21,,0.96,2915,133.55
Sri Lanka,923,8,,0.37,2923,133.92
Sri Lanka,937,51,Omicron (BA.5),2.34,2974,136.26
Sri Lanka,951,3,,0.14,2977,136.4
Sri Lanka,1007,1,,0.05,2978,136.45
Sri Lanka,1021,17,,0.78,2995,137.23
Sri Lanka,1035,4,,0.18,2999,137.41
Sri Lanka,1049,2,,0.09,3001,137.5
Sri Lanka,1063,2,,0.09,3003,137.59
Sri Lanka,1077,3,,0.14,3006,137.73
Sri Lanka,1091,4,,0.18,3010,137.91
Sri Lanka,1175,2,,0.09,3012,138.0
Sri Lanka,1203,15,,0.69,3027,138.69
Sudan,125,3,,0.06,3,0.06
Sudan,139,11,,0.23,14,0.29
Sudan,153,1,,0.02,15,0.31
Sudan,181,3,,0.06,18,0.37
Sudan,265,1,,0.02,19,0.39
Sudan,391,3,,0.06,22,0.45
Sudan,419,17,,0.36,39,0.81
Sudan,433,30,Others,0.64,69,1.45
Sudan,447,3,,0.06,72,1.51
Sudan,461,10,,0.21,82,1.72
Sudan,475,13,,0.28,95,2.0
Sudan,489,1,,0.02,96,2.02
Sudan,503,15,,0.32,111,2.34
Sudan,517,12,,0.26,123,2.6
Sudan,531,60,Delta,1.28,183,3.88
Sudan,545,7,,0.15,190,4.03
Sudan,559,1,,0.02,191,4.05
Sudan,601,1,,0.02,192,4.07
Sudan,629,11,,0.23,203,4.3
Sudan,643,20,,0.43,223,4.73
Sudan,657,2,,0.04,225,4.77
Sudan,671,8,,0.17,233,4.94
Sudan,685,28,,0.6,261,5.54
Sudan,699,5,,0.11,266,5.65
Sudan,713,1,,0.02,267,5.67
Sudan,727,101,Omicron (BA.1),2.15,368,7.82
Sudan,741,65,Omicron (BA.1),1.39,433,9.21
Sudan,755,2,,0.04,435,9.25
Sudan,783,2,,0.04,437,9.29
Sudan,1119,1,,0.02,438,9.31
Sudan,1133,2,,0.04,440,9.35
Sudan,1147,3,,0.06,443,9.41
Suriname,111,1,,1.62,1,1.62
Suriname,153,3,,4.85,4,6.47
Suriname,167,30,Others,48.54,34,55.01
Suriname,181,23,,37.21,57,92.22
Suriname,195,2,,3.24,59,95.46
Suriname,209,22,,35.6,81,131.06
Suriname,223,3,,4.85,84,135.91
Suriname,335,8,,12.94,92,148.85
Suriname,349,6,,9.71,98,158.56
Suriname,377,17,,27.51,115,186.07
Suriname,391,11,,17.8,126,203.87
Suriname,405,25,,40.45,151,244.32
Suriname,419,14,,22.65,165,266.97
Suriname,433,36,Others,58.25,201,325.22
Suriname,447,53,Gamma,85.75,254,410.97
Suriname,461,33,Gamma,53.39,287,464.36
Suriname,475,27,,43.69,314,508.05
Suriname,489,50,Gamma,80.9,364,588.95
Suriname,503,51,Gamma,82.52,415,671.47
Suriname,517,29,,46.92,444,718.39
Suriname,531,49,Gamma,79.28,493,797.67
Suriname,545,34,Gamma,55.01,527,852.68
Suriname,559,44,Gamma,71.19,571,923.87
Suriname,573,49,Gamma,79.28,620,1003.15
Suriname,587,46,Delta,74.43,666,1077.58
Suriname,601,67,Delta,108.41,733,1185.99
Suriname,615,44,Delta,71.19,777,1257.18
Suriname,629,40,Delta,64.72,817,1321.9
Suriname,643,26,,42.07,843,1363.97
Suriname,657,11,,17.8,854,1381.77
Suriname,671,20,,32.36,874,1414.13
Suriname,685,22,,35.6,896,1449.73
Suriname,699,18,,29.12,914,1478.85
Suriname,713,34,Delta,55.01,948,1533.86
Suriname,727,23,,37.21,971,1571.07
Suriname,741,41,Omicron (BA.1),66.34,1012,1637.41
Suriname,755,13,,21.03,1025,1658.44
Suriname,769,2,,3.24,1027,1661.68
Suriname,783,8,,12.94,1035,1674.62
Suriname,797,16,,25.89,1051,1700.51
Suriname,825,12,,19.42,1063,1719.93
Suriname,839,18,,29.12,1081,1749.05
Suriname,853,4,,6.47,1085,1755.52
Sweden,111,52,Others,4.93,52,4.93
Sweden,125,81,Others,7.68,133,12.61
Sweden,139,82,Others,7.77,215,20.38
Sweden,153,36,Others,3.41,251,23.79
Sweden,167,44,Others,4.17,295,27.96
Sweden,181,40,Others,3.79,335,31.75
Sweden,195,15,,1.42,350,33.17
Sweden,209,41,Others,3.89,391,37.06
Sweden,223,43,Others,4.08,434,41.14
Sweden,237,38,Others,3.6,472,44.74
Sweden,251,54,Others,5.12,526,49.86
Sweden,265,45,Others,4.27,571,54.13
Sweden,279,43,Others,4.08,614,58.21
Sweden,293,124,Others,11.75,738,69.96
Sweden,307,104,Others,9.86,842,79.82
Sweden,321,145,Others,13.74,987,93.56
Sweden,335,172,Others,16.3,1159,109.86
Sweden,349,533,Others,50.52,1692,160.38
Sweden,363,1314,Others,124.56,3006,284.94
Sweden,377,3324,Others,315.09,6330,600.03
Sweden,391,7562,Others,716.82,13892,1316.85
Sweden,405,10471,Alpha,992.57,24363,2309.42
Sweden,419,11973,Alpha,1134.95,36336,3444.37
Sweden,433,12403,Alpha,1175.71,48739,4620.08
Sweden,447,7331,Alpha,694.92,56070,5315.0
Sweden,461,6550,Alpha,620.89,62620,5935.89
Sweden,475,7024,Alpha,665.82,69644,6601.71
Sweden,489,6093,Alpha,577.57,75737,7179.28
Sweden,503,3473,Alpha,329.21,79210,7508.49
Sweden,517,4282,Alpha,405.9,83492,7914.39
Sweden,531,2328,Delta,220.68,85820,8135.07
Sweden,545,2501,Delta,237.08,88321,8372.15
Sweden,559,3603,Delta,341.54,91924,8713.69
Sweden,573,5884,Delta,557.76,97808,9271.45
Sweden,587,5054,Delta,479.08,102862,9750.53
Sweden,601,4305,Delta,408.08,107167,10158.61
Sweden,615,3395,Delta,321.82,110562,10480.43
Sweden,629,2427,Delta,230.06,112989,10710.49
Sweden,643,4129,Delta,391.4,117118,11101.89
Sweden,657,4594,Delta,435.48,121712,11537.37
Sweden,671,4977,Delta,471.78,126689,12009.15
Sweden,685,4531,Delta,429.51,131220,12438.66
Sweden,699,5929,Delta,562.03,137149,13000.69
Sweden,713,5566,Omicron (BA.1),527.62,142715,13528.31
Sweden,727,6994,Omicron (BA.1),662.98,149709,14191.29
Sweden,741,6741,Omicron (BA.1),639.0,156450,14830.29
Sweden,755,8509,Omicron (BA.2),806.59,164959,15636.88
Sweden,769,6244,Omicron (BA.2),591.88,171203,16228.76
Sweden,783,5909,Omicron (BA.2),560.13,177112,16788.89
Sweden,797,3872,Omicron (BA.2),367.04,180984,17155.93
Sweden,811,2416,Omicron (BA.2),229.02,183400,17384.95
Sweden,825,1583,Omicron (BA.2),150.06,184983,17535.01
Sweden,839,1266,Omicron (BA.2),120.01,186249,17655.02
Sweden,853,1243,Omicron (BA.2),117.83,187492,17772.85
Sweden,867,1073,Omicron (BA.2),101.71,188565,17874.56
Sweden,881,1569,Omicron (BA.5),148.73,190134,18023.29
Sweden,895,2791,Omicron (BA.5),264.57,192925,18287.86
Sweden,909,3790,Omicron (BA.5),359.26,196715,18647.12
Sweden,923,3928,Omicron (BA.5),372.35,200643,19019.47
Sweden,937,3059,Omicron (BA.5),289.97,203702,19309.44
Sweden,951,2581,Omicron (BA.5),244.66,206283,19554.1
Sweden,965,2707,Omicron (BA.5),256.6,208990,19810.7
Sweden,979,2693,Omicron (BA.5),255.28,211683,20065.98
Sweden,993,2691,Omicron (BA.5),255.09,214374,20321.07
Sweden,1007,2540,Omicron (BA.5),240.77,216914,20561.84
Sweden,1021,2621,Omicron (BA.5),248.45,219535,20810.29
Sweden,1035,2603,Omicron (BA.5),246.75,222138,21057.04
Sweden,1049,3488,Omicron (BQ.1),330.64,225626,21387.68
Sweden,1063,4092,Omicron (BQ.1),387.89,229718,21775.57
Sweden,1077,2935,Omicron (BQ.1),278.22,232653,22053.79
Sweden,1091,2645,Omicron (BQ.1),250.73,235298,22304.52
Sweden,1105,1597,Omicron (BQ.1),151.38,236895,22455.9
Sweden,1119,1218,Omicron (BQ.1),115.46,238113,22571.36
Sweden,1133,725,Omicron (CH.1.1),68.72,238838,22640.08
Sweden,1147,775,Omicron (XBB.1.5),73.46,239613,22713.54
Sweden,1161,1174,Omicron (XBB.1.5),111.29,240787,22824.83
Sweden,1175,1127,Omicron (XBB.1.5),106.83,241914,22931.66
Sweden,1189,1201,Omicron (XBB.1.5),113.85,243115,23045.51
Sweden,1203,948,Omicron (XBB.1.5),89.86,244063,23135.37
Sweden,1217,910,Omicron (XBB.1.5),86.26,244973,23221.63
Sweden,1231,584,Omicron (XBB.1.5),55.36,245557,23276.99
Sweden,1245,485,Omicron (XBB.1.5),45.97,246042,23322.96
Sweden,1259,232,Omicron (XBB.1.9),21.99,246274,23344.95
Sweden,1273,166,Omicron (XBB.1.5),15.74,246440,23360.69
Sweden,1287,133,Omicron (XBB.1.9),12.61,246573,23373.3
Sweden,1301,230,Omicron (EG.5.1),21.8,246803,23395.1
Sweden,1315,369,Omicron (EG.5.1),34.98,247172,23430.08
Sweden,1329,532,Omicron (EG.5.1),50.43,247704,23480.51
Sweden,1343,95,Omicron (EG.5.1),9.01,247799,23489.52
Switzerland,111,70,Others,8.01,70,8.01
Switzerland,125,13,,1.49,83,9.5
Switzerland,139,19,,2.17,102,11.67
Switzerland,153,21,,2.4,123,14.07
Switzerland,167,66,Others,7.55,189,21.62
Switzerland,181,146,Others,16.7,335,38.32
Switzerland,195,123,Others,14.07,458,52.39
Switzerland,209,156,Others,17.85,614,70.24
Switzerland,223,236,Others,27.0,850,97.24
Switzerland,237,272,Others,31.12,1122,128.36
Switzerland,251,44,Others,5.03,1166,133.39
Switzerland,265,395,Others,45.19,1561,178.58
Switzerland,279,952,Others,108.92,2513,287.5
Switzerland,293,1504,Others,172.07,4017,459.57
Switzerland,307,1513,Others,173.1,5530,632.67
Switzerland,321,1218,Others,139.35,6748,772.02
Switzerland,335,2052,Others,234.77,8800,1006.79
Switzerland,349,2619,Others,299.64,11419,1306.43
Switzerland,363,3125,Others,357.53,14544,1663.96
Switzerland,377,3054,Others,349.41,17598,2013.37
Switzerland,391,2211,Alpha,252.96,19809,2266.33
Switzerland,405,1748,Alpha,199.99,21557,2466.32
Switzerland,419,2221,Alpha,254.11,23778,2720.43
Switzerland,433,2309,Alpha,264.17,26087,2984.6
Switzerland,447,2699,Alpha,308.79,28786,3293.39
Switzerland,461,3608,Alpha,412.79,32394,3706.18
Switzerland,475,3415,Alpha,390.71,35809,4096.89
Switzerland,489,2389,Alpha,273.33,38198,4370.22
Switzerland,503,1501,Alpha,171.73,39699,4541.95
Switzerland,517,736,Alpha,84.21,40435,4626.16
Switzerland,531,467,Delta,53.43,40902,4679.59
Switzerland,545,1846,Delta,211.2,42748,4890.79
Switzerland,559,3427,Delta,392.08,46175,5282.87
Switzerland,573,5769,Delta,660.03,51944,5942.9
Switzerland,587,4915,Delta,562.33,56859,6505.23
Switzerland,601,4358,Delta,498.6,61217,7003.83
Switzerland,615,3906,Delta,446.89,65123,7450.72
Switzerland,629,3032,Delta,346.89,68155,7797.61
Switzerland,643,3703,Delta,423.66,71858,8221.27
Switzerland,657,5520,Delta,631.54,77378,8852.81
Switzerland,671,6275,Delta,717.92,83653,9570.73
Switzerland,685,6055,Delta,692.75,89708,10263.48
Switzerland,699,4838,Delta,553.52,94546,10817.0
Switzerland,713,4363,Omicron (BA.1),499.17,98909,11316.17
Switzerland,727,5620,Omicron (BA.1),642.99,104529,11959.16
Switzerland,741,4808,Omicron (BA.1),550.08,109337,12509.24
Switzerland,755,4750,Omicron (BA.1),543.45,114087,13052.69
Switzerland,769,4301,Omicron (BA.1),492.08,118388,13544.77
Switzerland,783,3463,Omicron (BA.2),396.2,121851,13940.97
Switzerland,797,3068,Omicron (BA.2),351.01,124919,14291.98
Switzerland,811,1210,Omicron (BA.2),138.44,126129,14430.42
Switzerland,825,928,Omicron (BA.2),106.17,127057,14536.59
Switzerland,839,745,Omicron (BA.2),85.24,127802,14621.83
Switzerland,853,879,Omicron (BA.2),100.57,128681,14722.4
Switzerland,867,909,Omicron (BA.2),104.0,129590,14826.4
Switzerland,881,996,Omicron (BA.5),113.95,130586,14940.35
Switzerland,895,1142,Omicron (BA.5),130.66,131728,15071.01
Switzerland,909,911,Omicron (BA.5),104.23,132639,15175.24
Switzerland,923,1008,Omicron (BA.5),115.33,133647,15290.57
Switzerland,937,964,Omicron (BA.5),110.29,134611,15400.86
Switzerland,951,867,Omicron (BA.5),99.19,135478,15500.05
Switzerland,965,819,Omicron (BA.5),93.7,136297,15593.75
Switzerland,979,1013,Omicron (BA.5),115.9,137310,15709.65
Switzerland,993,1234,Omicron (BA.5),141.18,138544,15850.83
Switzerland,1007,1158,Omicron (BA.5),132.49,139702,15983.32
Switzerland,1021,1075,Omicron (BA.5),122.99,140777,16106.31
Switzerland,1035,1089,Omicron (BQ.1),124.59,141866,16230.9
Switzerland,1049,1065,Omicron (BQ.1),121.85,142931,16352.75
Switzerland,1063,975,Omicron (BQ.1),111.55,143906,16464.3
Switzerland,1077,723,Omicron (BQ.1),82.72,144629,16547.02
Switzerland,1091,273,Omicron (BQ.1),31.23,144902,16578.25
Switzerland,1105,162,Omicron (BQ.1),18.53,145064,16596.78
Switzerland,1119,184,Omicron (BQ.1),21.05,145248,16617.83
Switzerland,1133,245,Omicron (XBB.1.5),28.03,145493,16645.86
Switzerland,1147,332,Omicron (XBB.1.5),37.98,145825,16683.84
Switzerland,1161,293,Omicron (XBB.1.5),33.52,146118,16717.36
Switzerland,1175,322,Omicron (XBB.1.5),36.84,146440,16754.2
Switzerland,1189,216,Omicron (XBB.1.5),24.71,146656,16778.91
Switzerland,1203,212,Omicron (XBB.1.5),24.25,146868,16803.16
Switzerland,1217,156,Omicron (XBB.1.5),17.85,147024,16821.01
Switzerland,1231,125,Omicron (XBB.1.9),14.3,147149,16835.31
Switzerland,1245,62,Omicron (XBB.1.9),7.09,147211,16842.4
Switzerland,1259,26,,2.97,147237,16845.37
Switzerland,1273,33,Omicron (XBB.1.5),3.78,147270,16849.15
Switzerland,1287,35,Omicron (EG.5.1),4.0,147305,16853.15
Switzerland,1301,87,Omicron (EG.5.1),9.95,147392,16863.1
Switzerland,1315,166,Omicron (EG.5.1),18.99,147558,16882.09
Switzerland,1329,133,Omicron (EG.5.1),15.22,147691,16897.31
Taiwan,111,1,,0.04,1,0.04
Taiwan,195,1,,0.04,2,0.08
Taiwan,209,1,,0.04,3,0.12
Taiwan,237,1,,0.04,4,0.16
Taiwan,251,1,,0.04,5,0.2
Taiwan,265,2,,0.08,7,0.28
Taiwan,279,1,,0.04,8,0.32
Taiwan,293,3,,0.13,11,0.45
Taiwan,307,8,,0.33,19,0.78
Taiwan,321,12,,0.5,31,1.28
Taiwan,335,4,,0.17,35,1.45
Taiwan,349,9,,0.38,44,1.83
Taiwan,363,6,,0.25,50,2.08
Taiwan,377,11,,0.46,61,2.54
Taiwan,391,2,,0.08,63,2.62
Taiwan,419,1,,0.04,64,2.66
Taiwan,433,2,,0.08,66,2.74
Taiwan,447,5,,0.21,71,2.95
Taiwan,461,7,,0.29,78,3.24
Taiwan,475,7,,0.29,85,3.53
Taiwan,489,24,,1.0,109,4.53
Taiwan,503,23,,0.96,132,5.49
Taiwan,517,48,Alpha,2.01,180,7.5
Taiwan,531,42,Alpha,1.76,222,9.26
Taiwan,545,15,,0.63,237,9.89
Taiwan,559,8,,0.33,245,10.22
Taiwan,573,4,,0.17,249,10.39
Taiwan,587,2,,0.08,251,10.47
Taiwan,601,7,,0.29,258,10.76
Taiwan,671,2,,0.08,260,10.84
Taiwan,699,5,,0.21,265,11.05
Taiwan,713,11,,0.46,276,11.51
Taiwan,727,36,Omicron (BA.1),1.51,312,13.02
Taiwan,741,15,,0.63,327,13.65
Taiwan,755,13,,0.54,340,14.19
Taiwan,769,15,,0.63,355,14.82
Taiwan,783,3,,0.13,358,14.95
Taiwan,797,15,,0.63,373,15.58
Taiwan,811,72,Omicron (BA.2),3.01,445,18.59
Taiwan,825,151,Omicron (BA.2),6.32,596,24.91
Taiwan,839,597,Omicron (BA.2),24.99,1193,49.9
Taiwan,853,585,Omicron (BA.2),24.48,1778,74.38
Taiwan,867,531,Omicron (BA.2),22.22,2309,96.6
Taiwan,881,52,Omicron (BA.2),2.18,2361,98.78
Taiwan,895,12,,0.5,2373,99.28
Taiwan,909,12,,0.5,2385,99.78
Taiwan,923,22,,0.92,2407,100.7
Taiwan,937,1,,0.04,2408,100.74
Taiwan,951,3,,0.13,2411,100.87
Taiwan,965,8,,0.33,2419,101.2
Taiwan,979,7,,0.29,2426,101.49
Taiwan,993,7,,0.29,2433,101.78
Taiwan,1007,1,,0.04,2434,101.82
Taiwan,1021,9,,0.38,2443,102.2
Taiwan,1035,6,,0.25,2449,102.45
Taiwan,1049,22,,0.92,2471,103.37
Taiwan,1063,10,,0.42,2481,103.79
Taiwan,1077,40,Omicron (BA.5),1.67,2521,105.46
Taiwan,1091,110,Omicron (BA.5),4.6,2631,110.06
Taiwan,1105,35,Omicron (BA.5),1.46,2666,111.52
Taiwan,1119,46,Omicron (BA.2.75),1.93,2712,113.45
Taiwan,1133,52,Omicron (BA.2.75),2.18,2764,115.63
Taiwan,1147,27,,1.13,2791,116.76
Taiwan,1161,7,,0.29,2798,117.05
Taiwan,1175,20,,0.84,2818,117.89
Taiwan,1189,164,Omicron (XBB.1.5),6.86,2982,124.75
Taiwan,1203,97,Omicron (XBB.1.9),4.06,3079,128.81
Taiwan,1217,177,Omicron (XBB.1.5),7.41,3256,136.22
Taiwan,1231,96,Omicron (XBB.1.9),4.02,3352,140.24
Taiwan,1245,79,Omicron (XBB.1.16),3.31,3431,143.55
Taiwan,1259,78,Omicron (XBB.1.9),3.26,3509,146.81
Taiwan,1273,74,Omicron (XBB.1.9),3.1,3583,149.91
Taiwan,1287,79,Omicron (EG.5.1),3.31,3662,153.22
Taiwan,1301,73,Omicron (EG.5.1),3.06,3735,156.28
Taiwan,1315,37,Omicron (EG.5.1),1.55,3772,157.83
Thailand,167,2,,0.03,2,0.03
Thailand,195,6,,0.08,8,0.11
Thailand,209,3,,0.04,11,0.15
Thailand,223,2,,0.03,13,0.18
Thailand,251,2,,0.03,15,0.21
Thailand,265,7,,0.1,22,0.31
Thailand,279,7,,0.1,29,0.41
Thailand,293,10,,0.14,39,0.55
Thailand,307,11,,0.15,50,0.7
Thailand,321,19,,0.27,69,0.97
Thailand,335,74,Others,1.03,143,2.0
Thailand,349,38,Others,0.53,181,2.53
Thailand,363,67,Others,0.93,248,3.46
Thailand,377,41,Others,0.57,289,4.03
Thailand,391,83,Others,1.16,372,5.19
Thailand,405,46,Others,0.64,418,5.83
Thailand,419,36,Others,0.5,454,6.33
Thailand,433,27,,0.38,481,6.71
Thailand,447,69,Alpha,0.96,550,7.67
Thailand,461,158,Alpha,2.2,708,9.87
Thailand,475,235,Alpha,3.28,943,13.15
Thailand,489,687,Alpha,9.58,1630,22.73
Thailand,503,411,Alpha,5.73,2041,28.46
Thailand,517,336,Alpha,4.69,2377,33.15
Thailand,531,250,Delta,3.49,2627,36.64
Thailand,545,461,Delta,6.43,3088,43.07
Thailand,559,456,Delta,6.36,3544,49.43
Thailand,573,307,Delta,4.28,3851,53.71
Thailand,587,256,Delta,3.57,4107,57.28
Thailand,601,361,Delta,5.04,4468,62.32
Thailand,615,579,Delta,8.08,5047,70.4
Thailand,629,891,Delta,12.43,5938,82.83
Thailand,643,998,Delta,13.92,6936,96.75
Thailand,657,609,Delta,8.49,7545,105.24
Thailand,671,538,Delta,7.5,8083,112.74
Thailand,685,726,Delta,10.13,8809,122.87
Thailand,699,621,Delta,8.66,9430,131.53
Thailand,713,922,Omicron (BA.1),12.86,10352,144.39
Thailand,727,1748,Omicron (BA.1),24.38,12100,168.77
Thailand,741,1031,Omicron (BA.1),14.38,13131,183.15
Thailand,755,1603,Omicron (BA.1),22.36,14734,205.51
Thailand,769,1419,Omicron (BA.2),19.79,16153,225.3
Thailand,783,1184,Omicron (BA.2),16.51,17337,241.81
Thailand,797,854,Omicron (BA.2),11.91,18191,253.72
Thailand,811,635,Omicron (BA.2),8.86,18826,262.58
Thailand,825,552,Omicron (BA.2),7.7,19378,270.28
Thailand,839,975,Omicron (BA.2),13.6,20353,283.88
Thailand,853,798,Omicron (BA.2),11.13,21151,295.01
Thailand,867,722,Omicron (BA.2),10.07,21873,305.08
Thailand,881,762,Omicron (BA.2),10.63,22635,315.71
Thailand,895,970,Omicron (BA.2),13.53,23605,329.24
Thailand,909,661,Omicron (BA.5),9.22,24266,338.46
Thailand,923,646,Omicron (BA.5),9.01,24912,347.47
Thailand,937,526,Omicron (BA.5),7.34,25438,354.81
Thailand,951,439,Omicron (BA.5),6.12,25877,360.93
Thailand,965,317,Omicron (BA.5),4.42,26194,365.35
Thailand,979,275,Omicron (BA.5),3.84,26469,369.19
Thailand,993,302,Omicron (BA.5),4.21,26771,373.4
Thailand,1007,258,Omicron (BA.5),3.6,27029,377.0
Thailand,1021,495,Omicron (BA.2.75),6.9,27524,383.9
Thailand,1035,667,Omicron (BA.2.75),9.3,28191,393.2
Thailand,1049,799,Omicron (BA.2.75),11.14,28990,404.34
Thailand,1063,538,Omicron (BA.2.75),7.5,29528,411.84
Thailand,1077,309,Omicron (BA.2.75),4.31,29837,416.15
Thailand,1091,133,Omicron (BA.2.75),1.86,29970,418.01
Thailand,1105,63,Omicron (BA.2.75),0.88,30033,418.89
Thailand,1119,92,Omicron (BA.2.75),1.28,30125,420.17
Thailand,1133,59,Omicron (BA.2.75),0.82,30184,420.99
Thailand,1147,46,Omicron (XBB.1.5),0.64,30230,421.63
Thailand,1161,53,Omicron (XBB.1.5),0.74,30283,422.37
Thailand,1175,101,Omicron (XBB.1.5),1.41,30384,423.78
Thailand,1189,299,Omicron (XBB.1.16),4.17,30683,427.95
Thailand,1203,406,Omicron (XBB.1.16),5.66,31089,433.61
Thailand,1217,358,Omicron (XBB.1.16),4.99,31447,438.6
Thailand,1231,361,Omicron (XBB.1.16),5.04,31808,443.64
Thailand,1245,167,Omicron (XBB.1.16),2.33,31975,445.97
Thailand,1259,146,Omicron (XBB.1.16),2.04,32121,448.01
Thailand,1273,118,Omicron (XBB.1.16),1.65,32239,449.66
Thailand,1287,111,Omicron (XBB.1.16),1.55,32350,451.21
Thailand,1301,83,Omicron (XBB.1.16),1.16,32433,452.37
Thailand,1315,68,Omicron (XBB.1.16),0.95,32501,453.32
Thailand,1329,29,,0.4,32530,453.72
Togo,125,3,,0.34,3,0.34
Togo,139,4,,0.45,7,0.79
Togo,181,2,,0.23,9,1.02
Togo,251,5,,0.57,14,1.59
Togo,265,1,,0.11,15,1.7
Togo,307,1,,0.11,16,1.81
Togo,321,1,,0.11,17,1.92
Togo,335,6,,0.68,23,2.6
Togo,349,5,,0.57,28,3.17
Togo,363,2,,0.23,30,3.4
Togo,377,10,,1.13,40,4.53
Togo,391,43,Others,4.86,83,9.39
Togo,405,16,,1.81,99,11.2
Togo,419,34,Others,3.84,133,15.04
Togo,433,7,,0.79,140,15.83
Togo,447,13,,1.47,153,17.3
Togo,461,9,,1.02,162,18.32
Togo,475,6,,0.68,168,19.0
Togo,503,11,,1.24,179,20.24
Togo,517,12,,1.36,191,21.6
Togo,531,36,Delta,4.07,227,25.67
